,_id,asset_text,spend,impressions,clicks,link_click,post_engagement,lead,page_engagement,post_reaction,post,onsite_conversion.lead_grouped,video_view,offsite_conversion.fb_pixel_custom,cpm,cpc,ctr,cpl,ctl,onsite_conversion.post_save,like,comment,onsite_conversion.total_messaging_connection,onsite_conversion.messaging_first_reply,landing_page_view,First 20 words,First 4 words,Payment plan,RERA Number,Exclamation in 20 words,Emojis Present,"Attributes in first 20 words [name, address, price, size, emoji, payment plan attributes]",first_20_words,first_4_words,attributes_in_first_20_words,exclamation_in_20_words,emojis_present,Attributes,name,address,price,size,emoji,payment plan,payment plan attributes,campaign_id,Attributes in first 20 words,onsite_conversion.messaging_user_depth_2_message_send,onsite_conversion.messaging_conversation_replied_7d
44,66d882385367e95d91a22468,"Position your business in the heart of Gurgaon at Royal Green Courtyard 62 🌟 A distinguished commercial destination where every detail is crafted for success!

🏪 High Ceiling, Spacious Retail Shops
🌐 140 Elite Units, Each with a Front-Facing View
🔀 Easy Access on 12m & 24m Roads
📈 Low Maintenance and 60% Usable High-Efficiency Space
👨‍👩‍👧‍👦 Located Near 5000+ Urban Households
🚇 Minutes from the Upcoming Metro Station
🛫 Only 30 Minutes to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Courtyard 62: A beacon for innovative businesses and astute investors alike!",1022.531997,14060,63,29,52,2,52,21,,2.0,,4.0,72.72631557610242,16.23066661904762,0.004480796586059744,511.2659985,31.5,,,2.0,,,,Position your business in the heart of Gurgaon at Royal Green Courtyard 62 🌟 A distinguished commercial destination,Position your business in,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🌟,,,120209994158980764,,,
45,66d882385367e95d91a22469,"Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 
🚀 A prime commercial real estate opportunity designed to maximize visibility and profitability!
Assured Returns till Possession

🛍️ 140 Total Units, All Front Facing
🚗 Access via 12m & 24m Wide Roads
📊 High Efficiency, 60% Usable Space
👥 Thriving Area with Over 5000 Families
🚉 Near Future Metro Connectivity
✈️ Short Drive to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Step into the spotlight with Courtyard 62—where business meets success!",288.37544,1606,10,5,9,1,9,4,,1.0,,2.0,179.56129514321296,28.837544,0.0062266500622665,288.37544,10.0,,,,,,,Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 🚀 A prime commercial,Unlock the potential of,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🚀,,,120209994158980764,,,
46,66d882385367e95d91a2246a,"Step into the future of commerce at Royal Green Courtyard 62 in Gurgaon

 🌆 A unique commercial space designed for growth and visibility!
Assured Returns till Possession

🌆 High Ceiling Retail Shops
🎯 140 Total Units with 100% Front Facing Views
🔄 Two-Side Open Units, on 12m & 24m Roads
⚙️ Low Maintenance, High Efficiency with Up to 60% Usable Space
🏙️ Surrounded by Over 5000 Urban Families
🚇 2 Min Drive from Proposed Metro Station
🛫 30 Min Drive from IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Elevate your business at Courtyard 62—where opportunity meets innovation.",777.007395,1055,9,2,4,0,4,1,,,,,736.4999004739336,86.334155,0.008530805687203791,,,,,1.0,,,,Step into the future of commerce at Royal Green Courtyard 62 in Gurgaon A unique commercial space,Step into the future,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🌆,,,120209994158980764,,,
47,66d882385367e95d91a2246b,"🚀 **Unlock Prime Investment Opportunity at Courtyard 62!** 🚀

Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial real estate opportunity is designed to maximize visibility and profitability with assured returns until possession. Located in the heart of Gurugram, Courtyard 62 offers unparalleled growth potential with diverse commercial spaces and world-class amenities.

✅ 140 Total Units, All Front Facing
✅ Access via 12m & 24m Wide Roads
✅ High Efficiency, 60% Usable Space
✅ Thriving Area with Over 5000 Families
✅ Near Future Metro Connectivity
✅ Short Drive to IGI Airport

Enjoy high returns, excellent connectivity, and a vibrant business ecosystem. Invest in Courtyard 62 for a profitable future!

✅ Prime Location
✅ Diverse Commercial Spaces
✅ High ROI
✅ World-Class Amenities
✅ Assured Returns till Possession

Fill the form below to know more.

HRERA NUMBER: RERA-GRG-PROJ-995-2021",6445.174085,12140,95,51,66,9,66,14,1.0,9.0,,17.0,530.9039608731466,67.84393773684211,0.007825370675453048,716.1304538888888,10.555555555555555,,,,,,,Unlock Prime Investment Opportunity at Courtyard 62! Unlock the potential of your investment with Courtyard 62,Unlock Prime Investment Opportunity,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Courtyard 62,Gurugram,,,🚀,,,120209994158980764,,,
48,66d882385367e95d91a2246c,"🚀 **Unlock Prime Investment Opportunity at Courtyard 62!** 🚀

Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial real estate opportunity is designed to maximize visibility and profitability with assured returns until possession. Located in the heart of Gurugram, Courtyard 62 offers unparalleled growth potential with diverse commercial spaces and world-class amenities.

✅ 140 Total Units, All Front Facing
✅ Access via 12m & 24m Wide Roads
✅ High Efficiency, 60% Usable Space
✅ Thriving Area with Over 5000 Families
✅ Near Future Metro Connectivity
✅ Short Drive to IGI Airport

Enjoy high returns, excellent connectivity, and a vibrant business ecosystem. Invest in Courtyard 62 for a profitable future!

✅ Prime Location
✅ Diverse Commercial Spaces
✅ High ROI
✅ World-Class Amenities
✅ Assured Returns till Possession

Fill the form below to know more.

HRERA NUMBER: RERA-GRG-PROJ-995-2021",6445.174085,12140,95,51,66,9,66,14,1.0,9.0,,17.0,530.9039608731466,67.84393773684211,0.007825370675453048,716.1304538888888,10.555555555555555,,,,,,,Unlock Prime Investment Opportunity at Courtyard 62! Unlock the potential of your investment with Courtyard 62,Unlock Prime Investment Opportunity,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Courtyard 62,Gurugram,,,🚀,,,120209994158980764,,,
49,66d882385367e95d91a2246d,"🚀 Unlock Prime Investment Opportunity at Courtyard 62!  Sector 62. Gurugram🚀

Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial estate maximizes visibility and profitability with assured returns until possession. Located in the heart of Gurugram, Courtyard 62 offers growth potential with diverse commercial spaces and top amenities.

✅ 140 Total Units, All Front Facing
✅ Access via 12m & 24m Wide Roads
✅ High Efficiency, 60% Usable Space
✅ Thriving Area with Over 5000 Families
✅ Near Future Metro Connectivity
✅ Short Drive to IGI Airport

Enjoy high returns, excellent connectivity, and a vibrant business ecosystem. Invest in Courtyard 62 for a profitable future!

✅ Prime Location
✅ Diverse Commercial Spaces
✅ High ROI
✅ World-Class Amenities
✅ Assured Returns till Possession

Fill the form below to know more.

HRERA NUMBER: RERA-GRG-PROJ-995-2021",3635.258276,1682,27,14,15,6,15,1,,6.0,,9.0,2161.271269916766,134.6391954074074,0.01605231866825208,605.8763793333334,4.5,,,,,,,Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial estate maximizes visibility,Unlock the potential of,No,RERA-GRG-PROJ-995-2021,No,Yes,,,,,,,,Courtyard 62,Gurugram,,,🚀,,,120209994158980764,,,
50,66d882385367e95d91a2246e,"🚀 Elevate your enterprise at OMAXE BOULEVARD!

📍 Sector 19B, Dwarka, Delhi
📈 Starting at 80 Lacs

✅ Secure parking for over 3050 cars
✅ Welcomes 300,000 visitors daily
✅ Two-minute drive from IGI Airport
✅ Close to Dwarka Expressway & UER II
✅ Future Diplomatic area proximity
✅ Conference facilities with reliable Wi-Fi
✅ Full security measures: CCTV & alarms
✅ Nearby to Asia's largest golf course
✅ Beside Bharat Vandana Park

OMAXE BOULEVARD: Where business meets excellence!",4693.982774,16316,98,40,55,8,55,12,1.0,8.0,,5.0,287.69200625153223,47.897783408163264,0.00600637411130179,586.74784675,12.25,1.0,,1.0,,,,"🚀 Elevate your enterprise at OMAXE BOULEVARD! 📍 Sector 19B, Dwarka, Delhi 📈 Starting at 80 Lacs",🚀 Elevate your enterprise,No,,Yes,Yes,,,,,,,,OMAXE BOULEVARD,"Sector 19B, Dwarka, Delhi",Starting at 80 Lacs,,🚀,,,120209848778670764,,,
51,66d882385367e95d91a2246f,"🌟 Welcome to OMAXE BOULEVARD, a commercial hub unlike any other.

📍 Sector 19B, Dwarka, Delhi
📈 Starting at 80 Lacs

✅ 3050+ car multi-level parking
✅ Attracts over upto 300,000 visitors daily
✅ Just 2 mins from IGI Airport
✅ 700 meters from Dwarka Expressway
✅ Coming soon: Diplomatic area nearby
✅ Asia's largest golf course nearby
✅ Alarm systems and CCTV security
✅ Conference facilities and dining options
✅ Next to Bharat Vandana Park

Your business deserves OMAXE BOULEVARD!",3076.770724,5630,96,20,33,4,33,8,,4.0,,4.0,546.4956880994671,32.049695041666666,0.01705150976909414,769.192681,24.0,1.0,,4.0,,,,"🌟 Welcome to OMAXE BOULEVARD, a commercial hub unlike any other. 📍 Sector 19B, Dwarka, Delhi 📈 Starting at 80 Lacs",🌟 Welcome to OMAXE,No,,No,Yes,,,,,,,,OMAXE BOULEVARD,"Sector 19B, Dwarka, Delhi",Starting at 80 Lacs,,🌟,,,120209848778670764,,,
52,66d882385367e95d91a22470,"🔝 For businesses set on success, OMAXE BOULEVARD is unmatched. 

📍 Sector 19B, Dwarka, Delhi
📈 Starting at 80 Lacs

✅ Multi-level parking for 3050+ cars
✅ Hosting upto 300,000 visitors daily
✅ Close to IGI Airport (2 mins away!)
✅ Near Dwarka Expressway & UER II
✅ Future Diplomatic area nearby
✅ Conference Facilities & Fast Wi-Fi
✅ CCTV, Alarm Systems, & Security Measures
✅ Exclusive proximity to Asia's biggest golf course
✅ Next to Bharat Vandana Park

Elevate your business presence at OMAXE BOULEVARD!",3114.289148,6150,48,14,29,3,29,10,2.0,3.0,,4.0,506.3884793495935,64.88102391666666,0.007804878048780488,1038.0963826666666,16.0,,,3.0,,,,"🔝 For businesses set on success, OMAXE BOULEVARD is unmatched. 📍 Sector 19B, Dwarka, Delhi 📈 Starting at 80 Lacs",🔝 For businesses set on,No,,No,Yes,,,,,,,,OMAXE BOULEVARD,"Sector 19B, Dwarka, Delhi",Starting at 80 Lacs,,🔝,,,120209848778670764,,,
53,66d882385367e95d91a22471,"Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 🚀 A prime commercial real estate opportunity designed to maximize visibility and profitability!

🏢 High Ceiling Retail Shops
🛍️ 140 Total Units, All Front Facing
🚗 Access via 12m & 24m Wide Roads
📊 High Efficiency, 60% Usable Space
👥 Thriving Area with Over 5000 Families
🚉 Near Future Metro Connectivity
✈️ Short Drive to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Step into the spotlight with Courtyard 62—where business meets success!",182.199317,182,3,0,0,0,0,0,,,,,1001.0951483516484,60.73310566666667,0.016483516483516484,,,,,,,,,Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 🚀 A prime,Unlock the potential of,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🚀,,,120209637317410764,,,
54,66d882385367e95d91a22472,"Position your business in the heart of Gurgaon at Royal Green Courtyard 62 🌟 A distinguished commercial destination where every detail is crafted for success!

🏪 High Ceiling, Spacious Retail Shops
🌐 140 Elite Units, Each with a Front-Facing View
🔀 Easy Access on 12m & 24m Roads
📈 Low Maintenance and 60% Usable High-Efficiency Space
👨‍👩‍👧‍👦 Located Near 5000+ Urban Households
🚇 Minutes from the Upcoming Metro Station
🛫 Only 30 Minutes to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Courtyard 62: A beacon for innovative businesses and astute investors alike!",1022.531997,14060,63,29,52,2,52,21,,2.0,,4.0,72.72631557610242,16.23066661904762,0.004480796586059744,511.2659985,31.5,,,2.0,,,,Position your business in the heart of Gurgaon at Royal Green Courtyard 62 🌟 A distinguished commercial destination,Position your business in,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🌟,,,120209994158980764,,,
55,66d882385367e95d91a22473,"Step into the future of commerce at Royal Green Courtyard 62 in Gurgaon 🌆 A unique commercial space designed for growth and visibility!

🛒 High Ceiling Retail Shops
🎯 140 Total Units with 100% Front Facing Views
🔄 Two-Side Open Units, on 12m & 24m Roads
⚙️ Low Maintenance, High Efficiency with Up to 60% Usable Space
🏙️ Surrounded by Over 5000 Urban Families
🚇 2 Min Drive from Proposed Metro Station
🛫 30 Min Drive from IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Elevate your business at Courtyard 62—where opportunity meets innovation.",104.153862,227,1,1,2,0,2,1,,,,,458.82758590308373,104.153862,0.004405286343612335,,,,,,,,,Step into the future of commerce at Royal Green Courtyard 62 in Gurgaon 🌆 A unique commercial space,Step into the future of,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🌆,,,120209637317410764,,,
56,66d882385367e95d91a22474,"Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 
🚀 A prime commercial real estate opportunity designed to maximize visibility and profitability!
Assured Returns till Possession

🛍️ 140 Total Units, All Front Facing
🚗 Access via 12m & 24m Wide Roads
📊 High Efficiency, 60% Usable Space
👥 Thriving Area with Over 5000 Families
🚉 Near Future Metro Connectivity
✈️ Short Drive to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Step into the spotlight with Courtyard 62—where business meets success!",288.37544,1606,10,5,9,1,9,4,,1.0,,2.0,179.56129514321296,28.837544,0.0062266500622665,288.37544,10.0,,,,,,,Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 🚀 A prime commercial,Unlock the potential of,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🚀,,,120209994158980764,,,
57,66d882385367e95d91a22475,"Position your business in the heart of Gurgaon at Royal Green Courtyard 62 🌟 A distinguished commercial destination where every detail is crafted for success!

🏪 High Ceiling, Spacious Retail Shops
🌐 140 Elite Units, Each with a Front-Facing View
🔀 Easy Access on 12m & 24m Roads
📈 Low Maintenance and 60% Usable High-Efficiency Space
👨‍👩‍👧‍👦 Located Near 5000+ Urban Households
🚇 Minutes from the Upcoming Metro Station
🛫 Only 30 Minutes to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Courtyard 62: A beacon for innovative businesses and astute investors alike!",1022.531997,14060,63,29,52,2,52,21,,2.0,,4.0,72.72631557610242,16.23066661904762,0.004480796586059744,511.2659985,31.5,,,2.0,,,,Position your business in the heart of Gurgaon at Royal Green Courtyard 62 🌟 A distinguished commercial destination,Position your business in,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🌟,,,120209994158980764,,,
58,66d882385367e95d91a22476,"Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 
🚀 A prime commercial real estate opportunity designed to maximize visibility and profitability!
Assured Returns till Possession

🛍️ 140 Total Units, All Front Facing
🚗 Access via 12m & 24m Wide Roads
📊 High Efficiency, 60% Usable Space
👥 Thriving Area with Over 5000 Families
🚉 Near Future Metro Connectivity
✈️ Short Drive to IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Step into the spotlight with Courtyard 62—where business meets success!",288.37544,1606,10,5,9,1,9,4,,1.0,,2.0,179.56129514321296,28.837544,0.0062266500622665,288.37544,10.0,,,,,,,Unlock the potential of your investment with Royal Green Courtyard 62 in Gurgaon 🚀 A prime commercial,Unlock the potential of,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🚀,,,120209994158980764,,,
59,66d882385367e95d91a22477,"Step into the future of commerce at Royal Green Courtyard 62 in Gurgaon

 🌆 A unique commercial space designed for growth and visibility!
Assured Returns till Possession

🌆 High Ceiling Retail Shops
🎯 140 Total Units with 100% Front Facing Views
🔄 Two-Side Open Units, on 12m & 24m Roads
⚙️ Low Maintenance, High Efficiency with Up to 60% Usable Space
🏙️ Surrounded by Over 5000 Urban Families
🚇 2 Min Drive from Proposed Metro Station
🛫 30 Min Drive from IGI Airport

HRERA NUMBER: RERA-GRG-PROJ-995-2021

Elevate your business at Courtyard 62—where opportunity meets innovation.",777.007395,1055,9,2,4,0,4,1,,,,,736.4999004739336,86.334155,0.008530805687203791,,,,,1.0,,,,Step into the future of commerce at Royal Green Courtyard 62 in Gurgaon A unique commercial space,Step into the future,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Royal Green Courtyard 62,Gurgaon,,,🌆,,,120209994158980764,,,
60,66d882385367e95d91a22478,"🚀 **Unlock Prime Investment Opportunity at Courtyard 62!** 🚀

Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial real estate opportunity is designed to maximize visibility and profitability with assured returns until possession. Located in the heart of Gurugram, Courtyard 62 offers unparalleled growth potential with diverse commercial spaces and world-class amenities.

✅ 140 Total Units, All Front Facing
✅ Access via 12m & 24m Wide Roads
✅ High Efficiency, 60% Usable Space
✅ Thriving Area with Over 5000 Families
✅ Near Future Metro Connectivity
✅ Short Drive to IGI Airport

Enjoy high returns, excellent connectivity, and a vibrant business ecosystem. Invest in Courtyard 62 for a profitable future!

✅ Prime Location
✅ Diverse Commercial Spaces
✅ High ROI
✅ World-Class Amenities
✅ Assured Returns till Possession

Fill the form below to know more.

HRERA NUMBER: RERA-GRG-PROJ-995-2021",6445.174085,12140,95,51,66,9,66,14,1.0,9.0,,17.0,530.9039608731466,67.84393773684211,0.007825370675453048,716.1304538888888,10.555555555555555,,,,,,,Unlock Prime Investment Opportunity at Courtyard 62! Unlock the potential of your investment with Courtyard 62,Unlock Prime Investment Opportunity,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Courtyard 62,Gurugram,,,🚀,,,120209994158980764,,,
61,66d882385367e95d91a22479,"🚀 **Unlock Prime Investment Opportunity at Courtyard 62!** 🚀

Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial real estate opportunity is designed to maximize visibility and profitability with assured returns until possession. Located in the heart of Gurugram, Courtyard 62 offers unparalleled growth potential with diverse commercial spaces and world-class amenities.

✅ 140 Total Units, All Front Facing
✅ Access via 12m & 24m Wide Roads
✅ High Efficiency, 60% Usable Space
✅ Thriving Area with Over 5000 Families
✅ Near Future Metro Connectivity
✅ Short Drive to IGI Airport

Enjoy high returns, excellent connectivity, and a vibrant business ecosystem. Invest in Courtyard 62 for a profitable future!

✅ Prime Location
✅ Diverse Commercial Spaces
✅ High ROI
✅ World-Class Amenities
✅ Assured Returns till Possession

Fill the form below to know more.

HRERA NUMBER: RERA-GRG-PROJ-995-2021",6445.174085,12140,95,51,66,9,66,14,1.0,9.0,,17.0,530.9039608731466,67.84393773684211,0.007825370675453048,716.1304538888888,10.555555555555555,,,,,,,Unlock Prime Investment Opportunity at Courtyard 62! Unlock the potential of your investment with Courtyard 62,Unlock Prime Investment Opportunity,No,RERA-GRG-PROJ-995-2021,Yes,Yes,,,,,,,,Courtyard 62,Gurugram,,,🚀,,,120209994158980764,,,
62,66d882385367e95d91a2247a,"🚀 Unlock Prime Investment Opportunity at Courtyard 62!  Sector 62. Gurugram🚀

Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial estate maximizes visibility and profitability with assured returns until possession. Located in the heart of Gurugram, Courtyard 62 offers growth potential with diverse commercial spaces and top amenities.

✅ 140 Total Units, All Front Facing
✅ Access via 12m & 24m Wide Roads
✅ High Efficiency, 60% Usable Space
✅ Thriving Area with Over 5000 Families
✅ Near Future Metro Connectivity
✅ Short Drive to IGI Airport

Enjoy high returns, excellent connectivity, and a vibrant business ecosystem. Invest in Courtyard 62 for a profitable future!

✅ Prime Location
✅ Diverse Commercial Spaces
✅ High ROI
✅ World-Class Amenities
✅ Assured Returns till Possession

Fill the form below to know more.

HRERA NUMBER: RERA-GRG-PROJ-995-2021",3635.258276,1682,27,14,15,6,15,1,,6.0,,9.0,2161.271269916766,134.6391954074074,0.01605231866825208,605.8763793333334,4.5,,,,,,,Unlock the potential of your investment with Courtyard 62 in Gurugram. This prime commercial estate maximizes visibility,Unlock the potential of,No,RERA-GRG-PROJ-995-2021,No,Yes,,,,,,,,Courtyard 62,Gurugram,,,🚀,,,120209994158980764,,,
63,66d882385367e95d91a2247b,"Invest in Omaxe Chandni Chowk, starting at 60 lakhs only and reside in India's oldest, largest and busiest shopping centre. Amenities include:
✔ 9 years lease guarantee
✔ Direct Metro Access
✔ More than One Lakh Square Feet of F&B space",2731.535955,5048,40,24,26,3,26,2,,3.0,,1.0,541.1125108954041,68.288398875,0.00792393026941363,910.511985,13.333333333333334,,,,,,,"Invest in Omaxe Chandni Chowk, starting at 60 lakhs only and reside in India's oldest, largest",Invest in Omaxe Chandni Chowk,No,,No,Yes,,,,,,,,Omaxe Chandni Chowk,"India's oldest, largest",60 lakhs,,,,,120208758419140764,,,
64,66d882385367e95d91a2247c,"Invest in Omaxe Chandni Chowk, starting at 60 lakhs only and reside in India's oldest, largest and busiest shopping centre. Amenities include:
✔ 9 years lease guarantee
✔ Direct Metro Access
✔ More than One Lakh Square Feet of F&B space",2731.535955,5048,40,24,26,3,26,2,,3.0,,1.0,541.1125108954041,68.288398875,0.00792393026941363,910.511985,13.333333333333334,,,,,,,"Invest in Omaxe Chandni Chowk, starting at 60 lakhs only and reside in India's oldest, largest",Invest in Omaxe Chandni Chowk,No,,No,Yes,,,,,,,,Omaxe Chandni Chowk,"India's oldest, largest",60 lakhs,,,,,120208758419140764,,,
65,66d882385367e95d91a2247d,"Attracting 7X more footfall per sq.ft. than any other mall in Delhi-NCR, Omaxe Chandni Chowk is a dream investment. Starting Price: 60 lakhs.
✔ Largest F&B area
✔ 9 years lease guarantee
✔ Direct Entry from Metro Station",8325.305994,20208,140,50,65,4,65,12,2.0,4.0,,,411.98070041567695,59.466471385714286,0.006927949326999208,2081.3264985,35.0,,,1.0,,,,"Attracting 7X more footfall per sq.ft. than any other mall in Delhi-NCR, Omaxe Chandni Chowk is a dream investment.",Attracting 7X more footfall,No,,Yes,No,,,,,,,,Omaxe Chandni Chowk,Delhi-NCR,60 lakhs,,,,,120208758419140764,,,
66,66d882385367e95d91a2247e,"✨Omaxe Chandni Chowk, at the heart of India's busiest shopping centre, having high footfalls of 4-5 lakhs daily. 
💰 With price starting at just 60 lakhs, you get: 
✔ Exclusive F&B Floor
✔ 9 years lease guarantee
✔ Direct Metro connection",7980.88621,23270,229,50,82,4,82,29,1.0,4.0,,3.0,342.9688960034379,34.85103148471615,0.00984099699183498,1995.2215525,57.25,1.0,,1.0,,,,"✨Omaxe Chandni Chowk, at the heart of India's busiest shopping centre, having high footfalls","✨Omaxe Chandni Chowk,",No,,No,Yes,,,,,,,,Omaxe Chandni Chowk,India's busiest shopping centre,60 lakhs,,✨,,,120208758419140764,,,
67,66d882385367e95d91a2247f,"Don't miss out! Own commercial space near IGI Airport & IICC. Assured returns, flexible sizes, huge parking. Starting at 70 Lakhs.",165.66572,402,1,0,0,0,0,0,,,,,412.1037810945274,165.66572,0.0024875621890547263,,,,,,,,,"Don't miss out! Own commercial space near IGI Airport & IICC. Assured returns,",Don't miss out! Own,Yes,,Yes,No,,,,,,,,blank,IGI Airport & IICC,70 Lakhs,blank,blank,,"Assured returns, flexible sizes",120208715543720764,,,
68,66d882385367e95d91a22480,"✨Secure assured returns with Omaxe upcoming commercial project
📍Located next to India International Convention Centre (IICC) - a government flagship, near IGI airport
 🏢 Sizes range from 45 sq.ft to 7000 sq.ft. 
💰 Units going fast - prices start at 70 Lakhs.",134.978003,229,2,1,1,0,1,0,,,,,589.4235938864629,67.4890015,0.008733624454148471,,,,,,,,,✨Secure assured returns with Omaxe upcoming commercial project 📍Located next to India International Convention Centre (IICC) - a government,✨Secure assured returns with,No,,No,Yes,,,,,,,,Omaxe upcoming commercial project,India International Convention Centre (IICC),70 Lakhs,45 sq.ft to 7000 sq.ft.,📍,,,120208715543720764,,,
69,66d882385367e95d91a22481,"🎉 Don't miss this opportunity to own a piece of Omaxe prime commercial project
🌆 Sizes of every need, from 45 sq.ft to 7000 sq.ft., upto 36ft height
💵 Flexible 50:50 payment plans and up to 12% returns! Starting at 70L.",452.03446,846,17,6,9,0,9,2,,,,,534.3196926713948,26.590262352941178,0.02009456264775414,,,1.0,,,,,,🎉 Don't miss this opportunity to own a piece of Omaxe prime commercial project 🌆 Sizes,🎉 Don't miss this,Yes,,Yes,Yes,,,,,,,,Omaxe prime commercial project,,Starting at 70L,45 sq.ft to 7000 sq.ft.,🎉,,Flexible 50:50 payment plans,120208715543720764,,,
70,66d882385367e95d91a22482,"✨Secure 12% assured returns till possession with Omaxe upcoming commercial project, Lease guarantee post possession
📍Located next to India International Convention Centre (IICC) - a government flagship, near IGI airport
 🏢 Sizes range from 45 sq.ft to 7000 sq.ft. 
💰 Units going fast - prices start at 60L",9699.616004,41595,306,122,147,23,147,15,10.0,23.0,,7.0,233.19187411948548,31.69809151633987,0.007356653443923548,421.72243495652174,13.304347826086957,,,,,,,,,Yes,,No,Yes,,"✨Secure 12% assured returns till possession with Omaxe upcoming commercial project, Lease guarantee post possession 📍Located next to India International Convention Centre (IICC) - a government flagship, near IGI airport 🏢 Sizes",✨Secure 12% assured returns,,,,"{'name': '', 'address': 'India International Convention Centre (IICC)', 'price': '60L', 'size': '45 sq.ft to 7000 sq.ft', 'emoji': '✨, 📍, 🏢', 'payment plan attributes': '12% assured returns, Lease guarantee'}",,,,,,,,120208715543720764,,,
71,66d882385367e95d91a22483,"🎉 Don't miss this opportunity to own a piece of Omaxe prime commercial project at 12% returns till possession
🌆 Sizes of every need, from 45 sqft to 7000 sqft, upto 36ft height
💵 Flexible 50:50 payment plans, lease guarantee after possession! Investment Starts @ 60L",10604.554009,42024,458,153,176,21,176,19,3.0,21.0,,13.0,252.3451839187131,23.15404805458515,0.010898534170949933,504.9787623333333,21.80952380952381,1.0,,,,,,🎉 Don't miss this opportunity to own a piece of Omaxe prime commercial project,🎉 Don't miss this,Yes,,Yes,Yes,,,,,,,,Omaxe prime commercial project,,,,🎉,,,120208715543720764,,,
72,66d882385367e95d91a22484,"Don't miss out! Own commercial space near IGI Airport & IICC. Assured returns, flexible sizes, huge parking. Investment starts @ 60L",11018.818203,50034,245,130,185,30,185,26,22.0,30.0,,13.0,220.22660996522367,44.974768175510206,0.00489667026422033,367.29394010000004,8.166666666666666,7.0,,,,,,"Don't miss out! Own commercial space near IGI Airport & IICC. Assured returns, flexible sizes, huge parking.",Don't miss out! Own,No,,Yes,No,,,,,,,,,IGI Airport & IICC,Assured returns,flexible sizes,,,,120208715543720764,,,
